FlickSync - Mad Hatter VR	FlickSync - Mad Hatter VR	No time registered yet	No time registered yet	1	Exact	FlickSync - Mad Hatter VR	827170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flightless Classic	Flightless	No time registered yet	No time registered yet	0.56	Non Exact	Flightless Classic	731770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flight of the Amazon Queen: 25th Anniversary Edition	NA	NA	NA	NA	NA	Flight of the Amazon Queen: 25th Anniversary Edition	1105460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flight of the Icarus	Flight of the Icarus	1	4	1	Exact	Flight of the Icarus	49800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flight of the Paladin	Flight of the Paladin	0	11	1	Exact	Flight of the Paladin	405610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flinger Tactics	Food Flinger VR	No time registered yet	No time registered yet	0.47	Non Exact	Flinger Tactics	1157050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fling to the Finish	Fling To The Finish	2	0	1	Exact	Fling to the Finish	1054430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flinthook	Flinthook	18	53	1	Exact	Flinthook	401710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flip	Flip	0	45	1	Exact	Flip	365510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flipped	NA	NA	NA	NA	NA	Flipped	1835090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flirtatious	NA	NA	NA	NA	NA	Flirtatious	1565970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Float Gallery	NA	NA	NA	NA	NA	Float Gallery	593400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Floating Point	Floating Point	1	8	1	Exact	Floating Point	302380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Floaty Fighters	Sam & Dan: Floaty Flatmates	1	0	0.22	Non Exact	Floaty Fighters	1130510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLOCK!	Flock!	4	0	1	Exact	FLOCK!	21640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Floor By Floor	Floor By Floor	No time registered yet	No time registered yet	1	Exact	Floor By Floor	826810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Floor is Water	NA	NA	NA	NA	NA	Floor is Water	1877160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flora	Flora	No time registered yet	No time registered yet	1	Exact	Flora	733480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flora's Fruit Farm	Flora's Fruit Farm	4	6	0.94	Exact	Flora's Fruit Farm	35070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Florensia	Florensia	No time registered yet	No time registered yet	1	Exact	Florensia	384030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Floresia I : Intemporel	Floresia I: Intemporel	1	2	0.96	Exact	Floresia I : Intemporel	761000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLOW	flOw	1	6	1	Exact	FLOW	1617390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flow	flOw	1	6	1	Exact	Flow	1453870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flower girl 2	Flower Girl 2	No time registered yet	No time registered yet	1	Exact	Flower girl 2	1860860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flowering Nightshade	NA	NA	NA	NA	NA	Flowering Nightshade	1652030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flower Shop: Summer In Fairbrook	Flower Shop: Summer In Fairbrook	2	4	1	Exact	Flower Shop: Summer In Fairbrook	290990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flower Shop: Winter In Fairbrook	Flower Shop: Winter In Fairbrook	2	6	1	Exact	Flower Shop: Winter In Fairbrook	311680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FlowState	NA	NA	NA	NA	NA	FlowState	1209750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLS	FLS	No time registered yet	No time registered yet	1	Exact	FLS	1207020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fluff labs: a colourful life	NA	NA	NA	NA	NA	Fluff labs: a colourful life	1565850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fluffy Friends	Fluffy Friends	0	1	1	Exact	Fluffy Friends	708300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fluffy Friends 2	Fluffy Friends 2	0	3	1	Exact	Fluffy Friends 2	737810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fluffy Horde	Fluffy Horde	10	15	1	Exact	Fluffy Horde	777880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FluidLander	Fluid Lander	0	1	1	Exact	FluidLander	1064950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flux Caves	Flux Caves	No time registered yet	No time registered yet	1	Exact	Flux Caves	1086750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLY'N	Fly'N	9	29	0.8	Non Exact	FLY'N	223730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fly and Destroy	Fly and Destroy	7	20	1	Exact	Fly and Destroy	508180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fly By Knight	NA	NA	NA	NA	NA	Fly By Knight	1997060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FlyCatcher	NA	NA	NA	NA	NA	FlyCatcher	1123570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fly Dangerous	NA	NA	NA	NA	NA	Fly Dangerous	1781750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fly Destroyer	Fly Destroyer	No time registered yet	No time registered yet	1	Exact	Fly Destroyer	731790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flying propeller	NA	NA	NA	NA	NA	Flying propeller	1367770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FlyingRock: Arena	FlyingRock: Arena	No time registered yet	No time registered yet	1	Exact	FlyingRock: Arena	661950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flying Ruckus - Multiplayer	NA	NA	NA	NA	NA	Flying Ruckus - Multiplayer	2061980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flyland Wars: 0 Ball Game [Trainer]	NA	NA	NA	NA	NA	Flyland Wars: 0 Ball Game [Trainer]	1622080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fly of butterfly	Guide of the Butterfly	No time registered yet	No time registered yet	0.59	Non Exact	Fly of butterfly	899220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fly Punch Boom: First Impact!	NA	NA	NA	NA	NA	Fly Punch Boom: First Impact!	1269150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FNaF World	FNaF World	9	31	1	Exact	FNaF World	427920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Foam Dart Frenzy	NA	NA	NA	NA	NA	Foam Dart Frenzy	1225290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fog Factory - Game Maker	NA	NA	NA	NA	NA	Fog Factory - Game Maker	1648840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fog Of War - Free Edition	NA	NA	NA	NA	NA	Fog Of War - Free Edition	691020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Food Decisions	NA	NA	NA	NA	NA	Food Decisions	1777800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Food Drive	NA	NA	NA	NA	NA	Food Drive	937350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOONDA	NA	NA	NA	NA	NA	FOONDA	1853380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Foosball: World Tour	Foosball: World Tour	9	0	1	Exact	Foosball: World Tour	386400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Football Club Simulator - FCS #21	NA	NA	NA	NA	NA	Football Club Simulator - FCS #21	324090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
football girl	Football Girls: Dream Team	0	3	0.5	Non Exact	football girl	1476920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Football Girls: Dream Team	Football Girls: Dream Team	0	3	1	Exact	Football Girls: Dream Team	862660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Football Manager 2009	Football Manager 2009	130	440	1	Exact	Football Manager 2009	10540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Football Manager 2011	Football Manager 2011	343	693	1	Exact	Football Manager 2011	34220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Football Manager 2014	Football Manager 2014	456	1681	1	Exact	Football Manager 2014	231670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Football School	NA	NA	NA	NA	NA	Football School	1087110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Football Superstars	Football Superstars	No time registered yet	No time registered yet	1	Exact	Football Superstars	219870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forbidden Fruit	DANMAKAI: Red Forbidden Fruit	No time registered yet	No time registered yet	0.52	Non Exact	Forbidden Fruit	1853680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FORCED	Forced	7	19	1	Exact	FORCED	249990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Force of Warships: Battleship Games	NA	NA	NA	NA	NA	Force of Warships: Battleship Games	1991860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ford Racing 3	Ford Racing 3	5	10	1	Exact	Ford Racing 3	315600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ford Racing Off Road	Ford Racing: Off Road	0	8	0.95	Exact	Ford Racing Off Road	315740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ford Street Racing	Ford Street Racing	7	0	1	Exact	Ford Street Racing	306520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Foreign Legion: Multi Massacre	Foreign Legion: Multi Massacre	1	0	1	Exact	Foreign Legion: Multi Massacre	205550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forep Man	NA	NA	NA	NA	NA	Forep Man	1136250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOREST DONGMUL	NA	NA	NA	NA	NA	FOREST DONGMUL	2155800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forest Legends: The Call of Love Collector's Edition	Forest Legends: The Call of Love	4	4	1	Exact	Forest Legends: The Call of Love Collector's Edition	765770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forest Star	Forest Star	No time registered yet	No time registered yet	1	Exact	Forest Star	1823350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forest Warrior	Forest Warrior	No time registered yet	No time registered yet	1	Exact	Forest Warrior	378590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forever Space	Forever Space	No time registered yet	No time registered yet	1	Exact	Forever Space	811130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forged Battalion	Forged Battalion	8	0	1	Exact	Forged Battalion	686260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forge of Gods (RPG)	Forge of Gods	0	655	1	Exact	Forge of Gods (RPG)	461910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forget Westbury Falls: Disc One	NA	NA	NA	NA	NA	Forget Westbury Falls: Disc One	1908150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgive Me Father	Forgive Me Father	7	14	1	Exact	Forgive Me Father	1590910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgive My SIns & Desires, Father	NA	NA	NA	NA	NA	Forgive My SIns & Desires, Father	2177800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgotten, Not Lost - A Kinetic Novel	Forgotten, Not Lost	1	2	0.53	Non Exact	Forgotten, Not Lost - A Kinetic Novel	457490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FORGOTTEN: THE GAME	NA	NA	NA	NA	NA	FORGOTTEN: THE GAME	1743410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgotten Faces	Forgotten Faces	No time registered yet	No time registered yet	1	Exact	Forgotten Faces	664870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgotten Journey	8-Bit Adventures: The Forgotten Journey	0	13	0.44	Non Exact	Forgotten Journey	1667730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgotten Lore	Forgotten Lore	No time registered yet	No time registered yet	1	Exact	Forgotten Lore	391240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgotten Myths CCG	NA	NA	NA	NA	NA	Forgotten Myths CCG	299910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgotten Souls	NA	NA	NA	NA	NA	Forgotten Souls	944750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgotten Tales: Day of the Dead	Forgotten Tales: Day of the Dead	12	12	1	Exact	Forgotten Tales: Day of the Dead	453770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forgotten World	Forgotten Worlds	1	7	0.94	Exact	Forgotten World	890690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
For Honor	For Honor	7	17	1	Exact	For Honor	304390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
For Honor - Public Test	NA	NA	NA	NA	NA	For Honor - Public Test	654310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forkdrift	NA	NA	NA	NA	NA	Forkdrift	1318940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fork Knights	NA	NA	NA	NA	NA	Fork Knights	1097330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forklift & Box	NA	NA	NA	NA	NA	Forklift & Box	1411710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fork Parker's Holiday Profit Hike	Fork Parker's Holiday Profit Hike	3	6	0.97	Exact	Fork Parker's Holiday Profit Hike	339120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formicide	Formicide	No time registered yet	No time registered yet	1	Exact	Formicide	434510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formless Adventure	Formless Adventure	No time registered yet	No time registered yet	1	Exact	Formless Adventure	666260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formula Car Racing Simulator	NA	NA	NA	NA	NA	Formula Car Racing Simulator	1221590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Formula E powered by Virtually Live	Formula E powered by Virtually Live	No time registered yet	No time registered yet	1	Exact	Formula E powered by Virtually Live	585000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forsaken World: Gods and Demons	NA	NA	NA	NA	NA	Forsaken World: Gods and Demons	1708330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fort	NA	NA	NA	NA	NA	Fort	1103250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fortified	Fortified	5	0	1	Exact	Fortified	334210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fortoresse	Fortoresse	No time registered yet	No time registered yet	1	Exact	Fortoresse	1489840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fortress Forever	Fortress Forever	No time registered yet	No time registered yet	1	Exact	Fortress Forever	253530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fortress of Hell	Fortress of Hell	No time registered yet	No time registered yet	1	Exact	Fortress of Hell	644870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FortressV2	NA	NA	NA	NA	NA	FortressV2	1279580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Forts	Forts	8	0	1	Exact	Forts	410900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fort Triumph	Fort Triumph	8	16	1	Exact	Fort Triumph	612570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fortuito: Lost History	NA	NA	NA	NA	NA	Fortuito: Lost History	1489400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fortune-499	Fortune-499	4	5	1	Exact	Fortune-499	840610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FORWARD	Forward	No time registered yet	No time registered yet	1	Exact	FORWARD	820190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ForzeBreak	NA	NA	NA	NA	NA	ForzeBreak	927970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOS	FOS	No time registered yet	No time registered yet	1	Exact	FOS	1225810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Found	Found	No time registered yet	No time registered yet	1	Exact	Found	528580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Four Course Dungeon	NA	NA	NA	NA	NA	Four Course Dungeon	1962600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Four Kings One War	Four Kings One War	No time registered yet	No time registered yet	1	Exact	Four Kings One War	883680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Four Sided Fantasy	Four Sided Fantasy	2	3	1	Exact	Four Sided Fantasy	337490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fovos VR	Fovos VR	No time registered yet	No time registered yet	1	Exact	Fovos VR	576650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fowl Magic	NA	NA	NA	NA	NA	Fowl Magic	1137860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fowl Space	Fowl Space	1	0	1	Exact	Fowl Space	109500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fox! Hen! Bag!	Fox! Hen! Bag!	No time registered yet	No time registered yet	1	Exact	Fox! Hen! Bag!	1339580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fox in the Woods	NA	NA	NA	NA	NA	Fox in the Woods	1468750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FPSBois	NA	NA	NA	NA	NA	FPSBois	1031670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FPS Chess	NA	NA	NA	NA	NA	FPS Chess	2021910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FPS Game: Dev Test	NA	NA	NA	NA	NA	FPS Game: Dev Test	1901200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FPS Infinite	NA	NA	NA	NA	NA	FPS Infinite	1256380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FPV.SkyDive	NA	NA	NA	NA	NA	FPV.SkyDive	1278060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FPV Air Tracks	FPV Air Tracks	No time registered yet	No time registered yet	1	Exact	FPV Air Tracks	461680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FPV Drone Simulator	FPV Drone Simulator	No time registered yet	No time registered yet	1	Exact	FPV Drone Simulator	691730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FPV Speed Drone	NA	NA	NA	NA	NA	FPV Speed Drone	1466010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fractal Chicken	NA	NA	NA	NA	NA	Fractal Chicken	887440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fractal Fly	NA	NA	NA	NA	NA	Fractal Fly	1860120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fractal Fury	NA	NA	NA	NA	NA	Fractal Fury	1417490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fracture: City of Destruction	NA	NA	NA	NA	NA	Fracture: City of Destruction	2062130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fractured Minds	Fractured Minds	No time registered yet	No time registered yet	1	Exact	Fractured Minds	688740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fractured Soul	Fractured Soul	3	0	1	Exact	Fractured Soul	307030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fractured Space	Fractured Space	No time registered yet	No time registered yet	1	Exact	Fractured Space	310380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fragile Equilibrium	NA	NA	NA	NA	NA	Fragile Equilibrium	999560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fragment's Moonrise	Fragment's Note	0	12	0.6	Non Exact	Fragment's Moonrise	1297660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fragments	Fragments	No time registered yet	No time registered yet	1	Exact	Fragments	733420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRAGROOM: Defenders	NA	NA	NA	NA	NA	FRAGROOM: Defenders	1776650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRAMED Collection	FRAMED Collection	3	3	1	Exact	FRAMED Collection	322450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Frame of Mind	Frame of Mind	1	1	1	Exact	Frame of Mind	1485250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fran Bow	Fran Bow	8	9	1	Exact	Fran Bow	362680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Franchise Hockey Manager 2014	Franchise Hockey Manager 2014	No time registered yet	No time registered yet	1	Exact	Franchise Hockey Manager 2014	299890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FrankenStorm TD: Prologue	NA	NA	NA	NA	NA	FrankenStorm TD: Prologue	1672920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FranknJohn	FranknJohn	No time registered yet	No time registered yet	1	Exact	FranknJohn	305460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Frantic Dimension	NA	NA	NA	NA	NA	Frantic Dimension	978790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Frayed Knights: The Skull of S'makh-Daon	Frayed Knights: The Skull of S'makh-Daon	0	35	0.98	Exact	Frayed Knights: The Skull of S'makh-Daon	314120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fray Fight	NA	NA	NA	NA	NA	Fray Fight	1910780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Freaking Meatbags	Freaking Meatbags	9	15	1	Exact	Freaking Meatbags	297060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Freakshow:Anniversary	Freakshow 2	0	2	0.82	Non Exact	Freakshow:Anniversary	763610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
